year,state,month,number,date,sigla,Longitude,Latitude
2001,Alagoas,Julho,0.0,2001-01-01,AL,-9.521841,-36.039082
2002,Alagoas,Julho,5.0,2002-01-01,AL,-9.521841,-36.039082
2003,Alagoas,Julho,0.0,2003-01-01,AL,-9.521841,-36.039082
2004,Alagoas,Julho,0.0,2004-01-01,AL,-9.521841,-36.039082
2005,Alagoas,Julho,0.0,2005-01-01,AL,-9.521841,-36.039082
2006,Alagoas,Julho,0.0,2006-01-01,AL,-9.521841,-36.039082
2007,Alagoas,Julho,0.0,2007-01-01,AL,-9.521841,-36.039082
2008,Alagoas,Julho,0.0,2008-01-01,AL,-9.521841,-36.039082
2009,Alagoas,Julho,0.0,2009-01-01,AL,-9.521841,-36.039082
2010,Alagoas,Julho,2.0,2010-01-01,AL,-9.521841,-36.039082
2011,Alagoas,Julho,0.0,2011-01-01,AL,-9.521841,-36.039082
2012,Alagoas,Julho,0.0,2012-01-01,AL,-9.521841,-36.039082
2013,Alagoas,Julho,0.0,2013-01-01,AL,-9.521841,-36.039082
2014,Alagoas,Julho,1.0,2014-01-01,AL,-9.521841,-36.039082
2015,Alagoas,Julho,0.0,2015-01-01,AL,-9.521841,-36.039082
2016,Alagoas,Julho,3.0,2016-01-01,AL,-9.521841,-36.039082
2017,Alagoas,Julho,0.0,2017-01-01,AL,-9.521841,-36.039082
1998,Alagoas,Agosto,1.0,1998-01-01,AL,-9.521841,-36.039082
1999,Alagoas,Agosto,3.0,1999-01-01,AL,-9.521841,-36.039082
2000,Alagoas,Agosto,4.0,2000-01-01,AL,-9.521841,-36.039082
2001,Alagoas,Agosto,1.0,2001-01-01,AL,-9.521841,-36.039082
2002,Alagoas,Agosto,3.0,2002-01-01,AL,-9.521841,-36.039082
2003,Alagoas,Agosto,2.0,2003-01-01,AL,-9.521841,-36.039082
2004,Alagoas,Agosto,2.0,2004-01-01,AL,-9.521841,-36.039082
2005,Alagoas,Agosto,2.0,2005-01-01,AL,-9.521841,-36.039082
2006,Alagoas,Agosto,1.0,2006-01-01,AL,-9.521841,-36.039082
2007,Alagoas,Agosto,3.0,2007-01-01,AL,-9.521841,-36.039082
2008,Alagoas,Agosto,1.0,2008-01-01,AL,-9.521841,-36.039082
2009,Alagoas,Agosto,0.0,2009-01-01,AL,-9.521841,-36.039082
2010,Alagoas,Agosto,1.0,2010-01-01,AL,-9.521841,-36.039082
2011,Alagoas,Agosto,4.0,2011-01-01,AL,-9.521841,-36.039082
2012,Alagoas,Agosto,0.0,2012-01-01,AL,-9.521841,-36.039082
2013,Alagoas,Agosto,0.0,2013-01-01,AL,-9.521841,-36.039082
2014,Alagoas,Agosto,3.0,2014-01-01,AL,-9.521841,-36.039082
2015,Alagoas,Agosto,3.0,2015-01-01,AL,-9.521841,-36.039082
2016,Alagoas,Agosto,5.0,2016-01-01,AL,-9.521841,-36.039082
2017,Alagoas,Agosto,1.0,2017-01-01,AL,-9.521841,-36.039082
1998,Alagoas,Setembro,14.0,1998-01-01,AL,-9.521841,-36.039082
1999,Alagoas,Setembro,3.0,1999-01-01,AL,-9.521841,-36.039082
2000,Alagoas,Setembro,22.0,2000-01-01,AL,-9.521841,-36.039082
2001,Alagoas,Setembro,5.0,2001-01-01,AL,-9.521841,-36.039082
2002,Alagoas,Setembro,14.0,2002-01-01,AL,-9.521841,-36.039082
2003,Alagoas,Setembro,8.0,2003-01-01,AL,-9.521841,-36.039082
2004,Alagoas,Setembro,5.0,2004-01-01,AL,-9.521841,-36.039082
2005,Alagoas,Setembro,7.0,2005-01-01,AL,-9.521841,-36.039082
2006,Alagoas,Setembro,4.0,2006-01-01,AL,-9.521841,-36.039082
2007,Alagoas,Setembro,2.0,2007-01-01,AL,-9.521841,-36.039082
2008,Alagoas,Setembro,9.0,2008-01-01,AL,-9.521841,-36.039082
2009,Alagoas,Setembro,13.0,2009-01-01,AL,-9.521841,-36.039082
2010,Alagoas,Setembro,5.0,2010-01-01,AL,-9.521841,-36.039082
2011,Alagoas,Setembro,5.0,2011-01-01,AL,-9.521841,-36.039082
2012,Alagoas,Setembro,6.0,2012-01-01,AL,-9.521841,-36.039082
2013,Alagoas,Setembro,4.0,2013-01-01,AL,-9.521841,-36.039082
2014,Alagoas,Setembro,11.0,2014-01-01,AL,-9.521841,-36.039082
2015,Alagoas,Setembro,7.0,2015-01-01,AL,-9.521841,-36.039082
2016,Alagoas,Setembro,18.0,2016-01-01,AL,-9.521841,-36.039082
2017,Alagoas,Setembro,4.0,2017-01-01,AL,-9.521841,-36.039082
1998,Alagoas,Outubro,20.0,1998-01-01,AL,-9.521841,-36.039082
1999,Alagoas,Outubro,4.0,1999-01-01,AL,-9.521841,-36.039082
2000,Alagoas,Outubro,13.0,2000-01-01,AL,-9.521841,-36.039082
2001,Alagoas,Outubro,15.0,2001-01-01,AL,-9.521841,-36.039082
2002,Alagoas,Outubro,30.0,2002-01-01,AL,-9.521841,-36.039082
2003,Alagoas,Outubro,10.0,2003-01-01,AL,-9.521841,-36.039082
2004,Alagoas,Outubro,12.0,2004-01-01,AL,-9.521841,-36.039082
2005,Alagoas,Outubro,17.0,2005-01-01,AL,-9.521841,-36.039082
2006,Alagoas,Outubro,32.0,2006-01-01,AL,-9.521841,-36.039082
2007,Alagoas,Outubro,6.0,2007-01-01,AL,-9.521841,-36.039082
2008,Alagoas,Outubro,18.0,2008-01-01,AL,-9.521841,-36.039082
2009,Alagoas,Outubro,30.0,2009-01-01,AL,-9.521841,-36.039082
2010,Alagoas,Outubro,16.0,2010-01-01,AL,-9.521841,-36.039082
2011,Alagoas,Outubro,23.0,2011-01-01,AL,-9.521841,-36.039082
2012,Alagoas,Outubro,28.0,2012-01-01,AL,-9.521841,-36.039082
2013,Alagoas,Outubro,25.0,2013-01-01,AL,-9.521841,-36.039082
2014,Alagoas,Outubro,7.0,2014-01-01,AL,-9.521841,-36.039082
2015,Alagoas,Outubro,40.0,2015-01-01,AL,-9.521841,-36.039082
2016,Alagoas,Outubro,74.0,2016-01-01,AL,-9.521841,-36.039082
2017,Alagoas,Outubro,14.0,2017-01-01,AL,-9.521841,-36.039082
1998,Alagoas,Novembro,19.0,1998-01-01,AL,-9.521841,-36.039082
1999,Alagoas,Novembro,15.0,1999-01-01,AL,-9.521841,-36.039082
2000,Alagoas,Novembro,2.0,2000-01-01,AL,-9.521841,-36.039082
2001,Alagoas,Novembro,22.0,2001-01-01,AL,-9.521841,-36.039082
2002,Alagoas,Novembro,50.0,2002-01-01,AL,-9.521841,-36.039082
2003,Alagoas,Novembro,17.0,2003-01-01,AL,-9.521841,-36.039082
2004,Alagoas,Novembro,28.0,2004-01-01,AL,-9.521841,-36.039082
2005,Alagoas,Novembro,25.0,2005-01-01,AL,-9.521841,-36.039082
2006,Alagoas,Novembro,12.0,2006-01-01,AL,-9.521841,-36.039082
2007,Alagoas,Novembro,15.0,2007-01-01,AL,-9.521841,-36.039082
2008,Alagoas,Novembro,37.0,2008-01-01,AL,-9.521841,-36.039082
2009,Alagoas,Novembro,55.0,2009-01-01,AL,-9.521841,-36.039082
2010,Alagoas,Novembro,31.0,2010-01-01,AL,-9.521841,-36.039082
2011,Alagoas,Novembro,23.0,2011-01-01,AL,-9.521841,-36.039082
2012,Alagoas,Novembro,95.0,2012-01-01,AL,-9.521841,-36.039082
2013,Alagoas,Novembro,10.0,2013-01-01,AL,-9.521841,-36.039082
2014,Alagoas,Novembro,14.0,2014-01-01,AL,-9.521841,-36.039082
2015,Alagoas,Novembro,162.0,2015-01-01,AL,-9.521841,-36.039082
2016,Alagoas,Novembro,76.0,2016-01-01,AL,-9.521841,-36.039082
2017,Alagoas,Novembro,10.0,2017-01-01,AL,-9.521841,-36.039082
1998,Alagoas,Dezembro,32.0,1998-01-01,AL,-9.521841,-36.039082
1999,Alagoas,Dezembro,12.0,1999-01-01,AL,-9.521841,-36.039082
2000,Alagoas,Dezembro,2.0,2000-01-01,AL,-9.521841,-36.039082
2001,Alagoas,Dezembro,30.0,2001-01-01,AL,-9.521841,-36.039082
2002,Alagoas,Dezembro,95.0,2002-01-01,AL,-9.521841,-36.039082
2003,Alagoas,Dezembro,43.0,2003-01-01,AL,-9.521841,-36.039082
2004,Alagoas,Dezembro,71.0,2004-01-01,AL,-9.521841,-36.039082
2005,Alagoas,Dezembro,16.0,2005-01-01,AL,-9.521841,-36.039082
2006,Alagoas,Dezembro,30.0,2006-01-01,AL,-9.521841,-36.039082
2007,Alagoas,Dezembro,33.0,2007-01-01,AL,-9.521841,-36.039082
2008,Alagoas,Dezembro,34.0,2008-01-01,AL,-9.521841,-36.039082
2009,Alagoas,Dezembro,55.0,2009-01-01,AL,-9.521841,-36.039082
2010,Alagoas,Dezembro,45.0,2010-01-01,AL,-9.521841,-36.039082
2011,Alagoas,Dezembro,50.0,2011-01-01,AL,-9.521841,-36.039082
2012,Alagoas,Dezembro,59.0,2012-01-01,AL,-9.521841,-36.039082
2013,Alagoas,Dezembro,42.0,2013-01-01,AL,-9.521841,-36.039082
2014,Alagoas,Dezembro,24.0,2014-01-01,AL,-9.521841,-36.039082
2015,Alagoas,Dezembro,136.0,2015-01-01,AL,-9.521841,-36.039082
2016,Alagoas,Dezembro,155.0,2016-01-01,AL,-9.521841,-36.039082
1998,Amapá,Janeiro,0.0,1998-01-01,AP,2.406605,-51.428199
1999,Amapá,Janeiro,0.0,1999-01-01,AP,2.406605,-51.428199
2000,Amapá,Janeiro,2.0,2000-01-01,AP,2.406605,-51.428199
2001,Amapá,Janeiro,0.0,2001-01-01,AP,2.406605,-51.428199
2002,Amapá,Janeiro,7.0,2002-01-01,AP,2.406605,-51.428199
2003,Amapá,Janeiro,31.0,2003-01-01,AP,2.406605,-51.428199
2004,Amapá,Janeiro,38.0,2004-01-01,AP,2.406605,-51.428199
2005,Amapá,Janeiro,109.0,2005-01-01,AP,2.406605,-51.428199
2006,Amapá,Janeiro,6.0,2006-01-01,AP,2.406605,-51.428199
2007,Amapá,Janeiro,0.0,2007-01-01,AP,2.406605,-51.428199
2008,Amapá,Janeiro,2.0,2008-01-01,AP,2.406605,-51.428199
2009,Amapá,Janeiro,4.0,2009-01-01,AP,2.406605,-51.428199
2010,Amapá,Janeiro,2.0,2010-01-01,AP,2.406605,-51.428199
2011,Amapá,Janeiro,0.0,2011-01-01,AP,2.406605,-51.428199
2012,Amapá,Janeiro,30.0,2012-01-01,AP,2.406605,-51.428199
2013,Amapá,Janeiro,3.0,2013-01-01,AP,2.406605,-51.428199
2014,Amapá,Janeiro,10.0,2014-01-01,AP,2.406605,-51.428199
2015,Amapá,Janeiro,14.0,2015-01-01,AP,2.406605,-51.428199
2016,Amapá,Janeiro,19.0,2016-01-01,AP,2.406605,-51.428199
2017,Amapá,Janeiro,2.0,2017-01-01,AP,2.406605,-51.428199
1998,Amapá,Fevereiro,0.0,1998-01-01,AP,2.406605,-51.428199
1999,Amapá,Fevereiro,1.0,1999-01-01,AP,2.406605,-51.428199
2000,Amapá,Fevereiro,0.0,2000-01-01,AP,2.406605,-51.428199
2001,Amapá,Fevereiro,0.0,2001-01-01,AP,2.406605,-51.428199
2002,Amapá,Fevereiro,2.0,2002-01-01,AP,2.406605,-51.428199
2003,Amapá,Fevereiro,0.0,2003-01-01,AP,2.406605,-51.428199
2004,Amapá,Fevereiro,2.0,2004-01-01,AP,2.406605,-51.428199
2005,Amapá,Fevereiro,1.0,2005-01-01,AP,2.406605,-51.428199
2006,Amapá,Fevereiro,2.0,2006-01-01,AP,2.406605,-51.428199
2007,Amapá,Fevereiro,0.0,2007-01-01,AP,2.406605,-51.428199
2008,Amapá,Fevereiro,0.0,2008-01-01,AP,2.406605,-51.428199
2009,Amapá,Fevereiro,0.0,2009-01-01,AP,2.406605,-51.428199
2010,Amapá,Fevereiro,0.0,2010-01-01,AP,2.406605,-51.428199
2011,Amapá,Fevereiro,3.0,2011-01-01,AP,2.406605,-51.428199
2012,Amapá,Fevereiro,5.0,2012-01-01,AP,2.406605,-51.428199
2013,Amapá,Fevereiro,0.0,2013-01-01,AP,2.406605,-51.428199
2014,Amapá,Fevereiro,2.0,2014-01-01,AP,2.406605,-51.428199
2015,Amapá,Fevereiro,1.0,2015-01-01,AP,2.406605,-51.428199
2016,Amapá,Fevereiro,1.0,2016-01-01,AP,2.406605,-51.428199
2017,Amapá,Fevereiro,0.0,2017-01-01,AP,2.406605,-51.428199
1998,Amapá,Março,0.0,1998-01-01,AP,2.406605,-51.428199
1999,Amapá,Março,2.0,1999-01-01,AP,2.406605,-51.428199
2000,Amapá,Março,0.0,2000-01-01,AP,2.406605,-51.428199
2001,Amapá,Março,0.0,2001-01-01,AP,2.406605,-51.428199
2002,Amapá,Março,0.0,2002-01-01,AP,2.406605,-51.428199
2003,Amapá,Março,1.0,2003-01-01,AP,2.406605,-51.428199
2004,Amapá,Março,0.0,2004-01-01,AP,2.406605,-51.428199
2005,Amapá,Março,0.0,2005-01-01,AP,2.406605,-51.428199
2006,Amapá,Março,0.0,2006-01-01,AP,2.406605,-51.428199
2007,Amapá,Março,0.0,2007-01-01,AP,2.406605,-51.428199
2008,Amapá,Março,1.0,2008-01-01,AP,2.406605,-51.428199
2009,Amapá,Março,1.0,2009-01-01,AP,2.406605,-51.428199
2010,Amapá,Março,2.0,2010-01-01,AP,2.406605,-51.428199
2011,Amapá,Março,0.0,2011-01-01,AP,2.406605,-51.428199
2012,Amapá,Março,1.0,2012-01-01,AP,2.406605,-51.428199
2013,Amapá,Março,0.0,2013-01-01,AP,2.406605,-51.428199
2014,Amapá,Março,1.0,2014-01-01,AP,2.406605,-51.428199
2015,Amapá,Março,2.0,2015-01-01,AP,2.406605,-51.428199
2016,Amapá,Março,5.0,2016-01-01,AP,2.406605,-51.428199
2017,Amapá,Março,0.0,2017-01-01,AP,2.406605,-51.428199
1998,Amapá,Abril,0.0,1998-01-01,AP,2.406605,-51.428199
1999,Amapá,Abril,0.0,1999-01-01,AP,2.406605,-51.428199
2000,Amapá,Abril,0.0,2000-01-01,AP,2.406605,-51.428199
2001,Amapá,Abril,0.0,2001-01-01,AP,2.406605,-51.428199
2002,Amapá,Abril,0.0,2002-01-01,AP,2.406605,-51.428199
2003,Amapá,Abril,2.0,2003-01-01,AP,2.406605,-51.428199
2004,Amapá,Abril,0.0,2004-01-01,AP,2.406605,-51.428199
2005,Amapá,Abril,0.0,2005-01-01,AP,2.406605,-51.428199
2006,Amapá,Abril,0.0,2006-01-01,AP,2.406605,-51.428199
2007,Amapá,Abril,0.0,2007-01-01,AP,2.406605,-51.428199
2008,Amapá,Abril,2.0,2008-01-01,AP,2.406605,-51.428199
2009,Amapá,Abril,0.0,2009-01-01,AP,2.406605,-51.428199
2010,Amapá,Abril,2.0,2010-01-01,AP,2.406605,-51.428199
2011,Amapá,Abril,0.0,2011-01-01,AP,2.406605,-51.428199
2012,Amapá,Abril,2.0,2012-01-01,AP,2.406605,-51.428199
2013,Amapá,Abril,2.0,2013-01-01,AP,2.406605,-51.428199
2014,Amapá,Abril,0.0,2014-01-01,AP,2.406605,-51.428199
2015,Amapá,Abril,0.0,2015-01-01,AP,2.406605,-51.428199
2016,Amapá,Abril,0.0,2016-01-01,AP,2.406605,-51.428199
2017,Amapá,Abril,3.0,2017-01-01,AP,2.406605,-51.428199
1998,Amapá,Maio,0.0,1998-01-01,AP,2.406605,-51.428199
1999,Amapá,Maio,0.0,1999-01-01,AP,2.406605,-51.428199
2000,Amapá,Maio,0.0,2000-01-01,AP,2.406605,-51.428199
2001,Amapá,Maio,0.0,2001-01-01,AP,2.406605,-51.428199
2002,Amapá,Maio,3.0,2002-01-01,AP,2.406605,-51.428199
2003,Amapá,Maio,0.0,2003-01-01,AP,2.406605,-51.428199
2004,Amapá,Maio,0.0,2004-01-01,AP,2.406605,-51.428199
2005,Amapá,Maio,0.0,2005-01-01,AP,2.406605,-51.428199
2006,Amapá,Maio,0.0,2006-01-01,AP,2.406605,-51.428199
2007,Amapá,Maio,0.0,2007-01-01,AP,2.406605,-51.428199
2008,Amapá,Maio,0.0,2008-01-01,AP,2.406605,-51.428199
2009,Amapá,Maio,2.0,2009-01-01,AP,2.406605,-51.428199
2010,Amapá,Maio,2.0,2010-01-01,AP,2.406605,-51.428199
2011,Amapá,Maio,2.0,2011-01-01,AP,2.406605,-51.428199
2012,Amapá,Maio,2.0,2012-01-01,AP,2.406605,-51.428199
2013,Amapá,Maio,0.0,2013-01-01,AP,2.406605,-51.428199
2014,Amapá,Maio,0.0,2014-01-01,AP,2.406605,-51.428199
2015,Amapá,Maio,0.0,2015-01-01,AP,2.406605,-51.428199
2016,Amapá,Maio,1.0,2016-01-01,AP,2.406605,-51.428199
2017,Amapá,Maio,1.0,2017-01-01,AP,2.406605,-51.428199
1998,Amapá,Junho,0.0,1998-01-01,AP,2.406605,-51.428199
1999,Amapá,Junho,2.0,1999-01-01,AP,2.406605,-51.428199
2000,Amapá,Junho,0.0,2000-01-01,AP,2.406605,-51.428199
2001,Amapá,Junho,0.0,2001-01-01,AP,2.406605,-51.428199
2002,Amapá,Junho,0.0,2002-01-01,AP,2.406605,-51.428199
2003,Amapá,Junho,0.0,2003-01-01,AP,2.406605,-51.428199
2004,Amapá,Junho,5.0,2004-01-01,AP,2.406605,-51.428199
2005,Amapá,Junho,2.0,2005-01-01,AP,2.406605,-51.428199
2006,Amapá,Junho,0.0,2006-01-01,AP,2.406605,-51.428199
2007,Amapá,Junho,0.0,2007-01-01,AP,2.406605,-51.428199
2008,Amapá,Junho,0.0,2008-01-01,AP,2.406605,-51.428199
2009,Amapá,Junho,1.0,2009-01-01,AP,2.406605,-51.428199
2010,Amapá,Junho,0.0,2010-01-01,AP,2.406605,-51.428199
2011,Amapá,Junho,0.0,2011-01-01,AP,2.406605,-51.428199
2012,Amapá,Junho,7.0,2012-01-01,AP,2.406605,-51.428199
2013,Amapá,Junho,1.0,2013-01-01,AP,2.406605,-51.428199
2014,Amapá,Junho,0.0,2014-01-01,AP,2.406605,-51.428199
2015,Amapá,Junho,3.0,2015-01-01,AP,2.406605,-51.428199
2016,Amapá,Junho,2.0,2016-01-01,AP,2.406605,-51.428199
2017,Amapá,Junho,2.0,2017-01-01,AP,2.406605,-51.428199
1998,Amapá,Julho,0.0,1998-01-01,AP,2.406605,-51.428199
1999,Amapá,Julho,0.0,1999-01-01,AP,2.406605,-51.428199
2000,Amapá,Julho,0.0,2000-01-01,AP,2.406605,-51.428199
2001,Amapá,Julho,1.0,2001-01-01,AP,2.406605,-51.428199
2002,Amapá,Julho,1.0,2002-01-01,AP,2.406605,-51.428199
2003,Amapá,Julho,0.0,2003-01-01,AP,2.406605,-51.428199
2004,Amapá,Julho,2.0,2004-01-01,AP,2.406605,-51.428199
2005,Amapá,Julho,0.0,2005-01-01,AP,2.406605,-51.428199
2006,Amapá,Julho,0.0,2006-01-01,AP,2.406605,-51.428199
2007,Amapá,Julho,0.0,2007-01-01,AP,2.406605,-51.428199
2008,Amapá,Julho,0.0,2008-01-01,AP,2.406605,-51.428199
2009,Amapá,Julho,4.0,2009-01-01,AP,2.406605,-51.428199
2010,Amapá,Julho,2.0,2010-01-01,AP,2.406605,-51.428199
2011,Amapá,Julho,5.0,2011-01-01,AP,2.406605,-51.428199
2012,Amapá,Julho,3.0,2012-01-01,AP,2.406605,-51.428199
2013,Amapá,Julho,1.0,2013-01-01,AP,2.406605,-51.428199
2014,Amapá,Julho,4.0,2014-01-01,AP,2.406605,-51.428199
2015,Amapá,Julho,5.0,2015-01-01,AP,2.406605,-51.428199
2016,Amapá,Julho,1.0,2016-01-01,AP,2.406605,-51.428199
2017,Amapá,Julho,3.0,2017-01-01,AP,2.406605,-51.428199
1998,Amapá,Agosto,1.0,1998-01-01,AP,2.406605,-51.428199
1999,Amapá,Agosto,0.0,1999-01-01,AP,2.406605,-51.428199
2000,Amapá,Agosto,3.0,2000-01-01,AP,2.406605,-51.428199
2001,Amapá,Agosto,12.0,2001-01-01,AP,2.406605,-51.428199
2002,Amapá,Agosto,18.0,2002-01-01,AP,2.406605,-51.428199
2003,Amapá,Agosto,14.0,2003-01-01,AP,2.406605,-51.428199
2004,Amapá,Agosto,9.0,2004-01-01,AP,2.406605,-51.428199
2005,Amapá,Agosto,4.0,2005-01-01,AP,2.406605,-51.428199
2006,Amapá,Agosto,11.0,2006-01-01,AP,2.406605,-51.428199
2007,Amapá,Agosto,5.0,2007-01-01,AP,2.406605,-51.428199
2008,Amapá,Agosto,4.0,2008-01-01,AP,2.406605,-51.428199
2009,Amapá,Agosto,20.0,2009-01-01,AP,2.406605,-51.428199
2010,Amapá,Agosto,1.0,2010-01-01,AP,2.406605,-51.428199
2011,Amapá,Agosto,16.0,2011-01-01,AP,2.406605,-51.428199
2012,Amapá,Agosto,19.0,2012-01-01,AP,2.406605,-51.428199
2013,Amapá,Agosto,9.0,2013-01-01,AP,2.406605,-51.428199
2014,Amapá,Agosto,18.0,2014-01-01,AP,2.406605,-51.428199
2015,Amapá,Agosto,40.0,2015-01-01,AP,2.406605,-51.428199
2016,Amapá,Agosto,37.0,2016-01-01,AP,2.406605,-51.428199
2017,Amapá,Agosto,33.0,2017-01-01,AP,2.406605,-51.428199
1998,Amapá,Setembro,20.0,1998-01-01,AP,2.406605,-51.428199
1999,Amapá,Setembro,4.0,1999-01-01,AP,2.406605,-51.428199
2000,Amapá,Setembro,19.0,2000-01-01,AP,2.406605,-51.428199
2001,Amapá,Setembro,95.0,2001-01-01,AP,2.406605,-51.428199
2002,Amapá,Setembro,73.0,2002-01-01,AP,2.406605,-51.428199
2003,Amapá,Setembro,88.0,2003-01-01,AP,2.406605,-51.428199
2004,Amapá,Setembro,67.0,2004-01-01,AP,2.406605,-51.428199
2005,Amapá,Setembro,97.0,2005-01-01,AP,2.406605,-51.428199
2006,Amapá,Setembro,112.0,2006-01-01,AP,2.406605,-51.428199
2007,Amapá,Setembro,61.0,2007-01-01,AP,2.406605,-51.428199
2008,Amapá,Setembro,83.0,2008-01-01,AP,2.406605,-51.428199
2009,Amapá,Setembro,188.0,2009-01-01,AP,2.406605,-51.428199
2010,Amapá,Setembro,63.0,2010-01-01,AP,2.406605,-51.428199
2011,Amapá,Setembro,128.0,2011-01-01,AP,2.406605,-51.428199
2012,Amapá,Setembro,168.0,2012-01-01,AP,2.406605,-51.428199
2013,Amapá,Setembro,85.0,2013-01-01,AP,2.406605,-51.428199
2014,Amapá,Setembro,137.0,2014-01-01,AP,2.406605,-51.428199
2015,Amapá,Setembro,192.0,2015-01-01,AP,2.406605,-51.428199
2016,Amapá,Setembro,142.0,2016-01-01,AP,2.406605,-51.428199
2017,Amapá,Setembro,95.0,2017-01-01,AP,2.406605,-51.428199
1998,Amapá,Outubro,42.0,1998-01-01,AP,2.406605,-51.428199
1999,Amapá,Outubro,25.0,1999-01-01,AP,2.406605,-51.428199
2000,Amapá,Outubro,42.0,2000-01-01,AP,2.406605,-51.428199
2001,Amapá,Outubro,194.0,2001-01-01,AP,2.406605,-51.428199
2002,Amapá,Outubro,557.0,2002-01-01,AP,2.406605,-51.428199
2003,Amapá,Outubro,355.0,2003-01-01,AP,2.406605,-51.428199
2004,Amapá,Outubro,412.0,2004-01-01,AP,2.406605,-51.428199
2005,Amapá,Outubro,335.0,2005-01-01,AP,2.406605,-51.428199
2006,Amapá,Outubro,405.0,2006-01-01,AP,2.406605,-51.428199
2007,Amapá,Outubro,162.0,2007-01-01,AP,2.406605,-51.428199
2008,Amapá,Outubro,395.0,2008-01-01,AP,2.406605,-51.428199
2009,Amapá,Outubro,765.0,2009-01-01,AP,2.406605,-51.428199
2010,Amapá,Outubro,265.0,2010-01-01,AP,2.406605,-51.428199
2011,Amapá,Outubro,304.0,2011-01-01,AP,2.406605,-51.428199
2012,Amapá,Outubro,475.0,2012-01-01,AP,2.406605,-51.428199
2013,Amapá,Outubro,385.0,2013-01-01,AP,2.406605,-51.428199
2014,Amapá,Outubro,480.0,2014-01-01,AP,2.406605,-51.428199
2015,Amapá,Outubro,827.0,2015-01-01,AP,2.406605,-51.428199
2016,Amapá,Outubro,793.0,2016-01-01,AP,2.406605,-51.428199
2017,Amapá,Outubro,468.0,2017-01-01,AP,2.406605,-51.428199
1998,Amapá,Novembro,131.0,1998-01-01,AP,2.406605,-51.428199
1999,Amapá,Novembro,26.0,1999-01-01,AP,2.406605,-51.428199
2000,Amapá,Novembro,157.0,2000-01-01,AP,2.406605,-51.428199
2001,Amapá,Novembro,406.0,2001-01-01,AP,2.406605,-51.428199
2002,Amapá,Novembro,1.096,2002-01-01,AP,2.406605,-51.428199
2003,Amapá,Novembro,750.0,2003-01-01,AP,2.406605,-51.428199
2004,Amapá,Novembro,949.0,2004-01-01,AP,2.406605,-51.428199
2005,Amapá,Novembro,685.0,2005-01-01,AP,2.406605,-51.428199
2006,Amapá,Novembro,207.0,2006-01-01,AP,2.406605,-51.428199
2007,Amapá,Novembro,198.0,2007-01-01,AP,2.406605,-51.428199
2008,Amapá,Novembro,266.0,2008-01-01,AP,2.406605,-51.428199
2009,Amapá,Novembro,1.019,2009-01-01,AP,2.406605,-51.428199
2010,Amapá,Novembro,339.0,2010-01-01,AP,2.406605,-51.428199
2011,Amapá,Novembro,282.0,2011-01-01,AP,2.406605,-51.428199
2012,Amapá,Novembro,969.0,2012-01-01,AP,2.406605,-51.428199
2013,Amapá,Novembro,341.0,2013-01-01,AP,2.406605,-51.428199
2014,Amapá,Novembro,484.0,2014-01-01,AP,2.406605,-51.428199
2015,Amapá,Novembro,1.3,2015-01-01,AP,2.406605,-51.428199
2016,Amapá,Novembro,1.161,2016-01-01,AP,2.406605,-51.428199
2017,Amapá,Novembro,858.0,2017-01-01,AP,2.406605,-51.428199
1998,Amapá,Dezembro,84.0,1998-01-01,AP,2.406605,-51.428199
1999,Amapá,Dezembro,41.0,1999-01-01,AP,2.406605,-51.428199
2000,Amapá,Dezembro,30.0,2000-01-01,AP,2.406605,-51.428199
2001,Amapá,Dezembro,593.0,2001-01-01,AP,2.406605,-51.428199
2002,Amapá,Dezembro,200.0,2002-01-01,AP,2.406605,-51.428199
2003,Amapá,Dezembro,411.0,2003-01-01,AP,2.406605,-51.428199
2004,Amapá,Dezembro,777.0,2004-01-01,AP,2.406605,-51.428199
2005,Amapá,Dezembro,38.0,2005-01-01,AP,2.406605,-51.428199
2006,Amapá,Dezembro,74.0,2006-01-01,AP,2.406605,-51.428199
2007,Amapá,Dezembro,14.0,2007-01-01,AP,2.406605,-51.428199
2008,Amapá,Dezembro,32.0,2008-01-01,AP,2.406605,-51.428199
2009,Amapá,Dezembro,123.0,2009-01-01,AP,2.406605,-51.428199
2010,Amapá,Dezembro,43.0,2010-01-01,AP,2.406605,-51.428199
2011,Amapá,Dezembro,360.0,2011-01-01,AP,2.406605,-51.428199
2012,Amapá,Dezembro,422.0,2012-01-01,AP,2.406605,-51.428199
2013,Amapá,Dezembro,148.0,2013-01-01,AP,2.406605,-51.428199
2014,Amapá,Dezembro,354.0,2014-01-01,AP,2.406605,-51.428199
2015,Amapá,Dezembro,269.0,2015-01-01,AP,2.406605,-51.428199
2016,Amapá,Dezembro,491.0,2016-01-01,AP,2.406605,-51.428199
1998,Amazonas,Janeiro,0.0,1998-01-01,AM,-3.976318,-64.399382
1999,Amazonas,Janeiro,3.0,1999-01-01,AM,-3.976318,-64.399382
2000,Amazonas,Janeiro,7.0,2000-01-01,AM,-3.976318,-64.399382
2001,Amazonas,Janeiro,3.0,2001-01-01,AM,-3.976318,-64.399382
2002,Amazonas,Janeiro,17.0,2002-01-01,AM,-3.976318,-64.399382
2003,Amazonas,Janeiro,158.0,2003-01-01,AM,-3.976318,-64.399382
2004,Amazonas,Janeiro,123.0,2004-01-01,AM,-3.976318,-64.399382
